label,path
glass_break,../data/proccessed/processed_dataset/glass_break\394039__glock102020202__glass-break_chunk_5.wav
glass_break,../data/proccessed/processed_dataset/glass_break\4-204777-A-39_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\4-204777-B-39_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\4-204777-C-39_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\452667__kyles__window-break-with-axe-glass-shatter-in-trailer_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\5-257642-A-39_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\660214__lphyper__heavy-glass-break-1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\682052__pnmcarrierailfan__glass-large-break-pacts-09_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\8cc31c09-6e0b-4dbb-b729-cfef12d66960_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\a88f049d-953e-4e0e-a88d-9cafd3625da6_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\ad5a5d03-d585-4fe1-ba61-e51fd97af08b_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\breaking-glass-83809_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\d3d14b0e-3f39-4a44-a9a3-c5d7741365ed_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\e4b27ff7-e395-455a-81eb-9a98334fee98_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-break-5978_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaking-151256_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaking-171617_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaking-224091_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaking-93803_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaking-94894_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaking-sound-effect-2-243325_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-breaks-3-variations-leo-06-35967_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-cinematic-hit-161212_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\glass-smash-6266_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.040683_breaking-glass-75142.s1.wav.3g4dvq34.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.040683_breaking-glass-75142.s4.wav.3g4dvq3i.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.040683_breaking-glass-75142.s4.wav.3g4dvq3i.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fslgtv7.wav.3g4dumuq.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fslhhfn.wav.3g4dun3o.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fslhhfn.wav.3g4dun3o.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsllog3.s1.wav.3g4dun4l.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsllog3.s1.wav.3g4dun4l.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsllog3.s2.wav.3g4dun0b.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsllog3.s2.wav.3g4dun0b.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsllog3.s4.wav.3g4dun5i.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsllog3.s4.wav.3g4dun5i.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsmjvr1.s2.wav.3g4dun6f.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsmjvr1.s2.wav.3g4dun6f.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsmjvr1.s3.wav.3g4dun2t.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fsmjvr1.s3.wav.3g4dun2t.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv01e1o.s1.wav.3g4dun7c.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv01e1o.s1.wav.3g4dun7c.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv01e1o.s2.wav.3g4dun85.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv01e1o.s2.wav.3g4dun85.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv01e1o.s3.wav.3g4dun4k.ingestion-5658b4dcf-6fwch_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv7is9k.s2.wav.3g4dun9q.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv7is9k.s2.wav.3g4dun9q.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv7is9k.s3.wav.3g4dunpf.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv7is9k.s4.wav.3g4dunqc.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv7is9k.s4.wav.3g4dunqc.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3fv7is9k.s5.wav.3g4dunqv.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62e81i.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62e81i.ingestion-5658b4dcf-m26pc.s3_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62e81i.ingestion-5658b4dcf-m26pc.s4_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62e81i.ingestion-5658b4dcf-m26pc.s5_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62e81i.ingestion-5658b4dcf-m26pc.s6_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62fqqj.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62fqqj.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62fqqj.ingestion-5658b4dcf-8mwv7.s3_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62fqqj.ingestion-5658b4dcf-8mwv7.s4_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62fqqj.ingestion-5658b4dcf-8mwv7.s5_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62fqqj.ingestion-5658b4dcf-8mwv7.s6_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s3_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s4_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s5_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s6_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s7_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62obra.ingestion-5658b4dcf-8mwv7.s8_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s3_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s4_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s5_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s6_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62pomp.ingestion-5658b4dcf-m26pc.s7_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s10_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s11_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s3_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s4_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s5_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s6_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s7_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s8_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.3g62r3cn.ingestion-5658b4dcf-6fwch.s9_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s1.wav.3g4dtv8q.ingestion-5658b4dcf-6fwch_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s10.wav.3g4dtvk4.ingestion-5658b4dcf-6fwch_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s11.wav.3g4dtvks.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s12.wav.3g4dtvpl.ingestion-5658b4dcf-6fwch_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s14.wav.3g4dtvf7.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s2.wav.3g4dtvqj.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s2.wav.3g4dtvqj.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s4.wav.3g4dtvr0.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s4.wav.3g4dtvr0.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s5.wav.3g4dtvm5.ingestion-5658b4dcf-8mwv7_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s6.wav.3g4dtvvl.ingestion-5658b4dcf-m26pc_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s7.wav.3g4dtvtu.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s7.wav.3g4dtvtu.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Glass Sound Effects - Breaking Glass - Shattering Glass - Cracking Glass - Falling Glass [TubeRipper.com].s9.wav.3g4dtv99.ingestion-5658b4dcf-8mwv7_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Broken Window Sound Effects [TubeRipper.com].s1.wav.3g4dtvb3.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s2.wav.3g4dumm9.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s2.wav.3g4dumm9.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s3.wav.3g4dumnd.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s3.wav.3g4dumnd.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s4.wav.3g4dumo0.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s4.wav.3g4dumo0.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass raw.s5.wav.3g4dumsa.ingestion-5658b4dcf-m26pc_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass-shatter-impact-93797.wav.3g4h4m5v.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.glass-shatter-impact-93797.wav.3g4h4m5v.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s1.wav.3g4duns7.ingestion-5658b4dcf-6fwch_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s2.wav.3g4dunsj.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s2.wav.3g4dunsj.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s3.wav.3g4dunsl.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s3.wav.3g4dunsl.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s4.wav.3g4dunud.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s4.wav.3g4dunud.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s5.wav.3g4dunui.ingestion-5658b4dcf-m26pc.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6jq3u.s5.wav.3g4dunui.ingestion-5658b4dcf-m26pc.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s1.wav.3g4dunv2.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s1.wav.3g4dunv2.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s2.wav.3g4duo02.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s2.wav.3g4duo02.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s3.wav.3g4duo0v.ingestion-5658b4dcf-m26pc_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s4.wav.3g4duo12.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s4.wav.3g4duo12.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s5.wav.3g4duo1j.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv6lh4r.s5.wav.3g4duo1j.ingestion-5658b4dcf-6fwch.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv72521.s1.wav.3g4duo60.ingestion-5658b4dcf-6fwch_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv72521.s2.wav.3g4duo7a.ingestion-5658b4dcf-m26pc_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv72521.s3.wav.3g4duohe.ingestion-5658b4dcf-8mwv7.s1_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv72521.s3.wav.3g4duohe.ingestion-5658b4dcf-8mwv7.s2_chunk_1.wav
glass_break,../data/proccessed/processed_dataset/glass_break\Glass_Break.Glass_Scratch.3fv72521.s4.wav.3g4duojf.ingestion-5658b4dcf-6fwch.s1_chunk_1.wav
